listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,list_price,sold_price,status
L100381,Sandton,Apartment,1.0,56.0,2025-03-05,,"R1,584,000",,Withdrawn
L102576,Centurion,House,1.0,186.0,2026-03-03,2026-04-15,"R3,930,000",R 3 856 000,Sold
L105342,Bryanston,House,1.0,151.0,2025-02-23,2025-03-22,R 4 091 000,R 3 954 000.00,Sold
L104761,Faerie Glen,Apartment,2.0,,2024-11-03,2024-12-11,R 1 286 000.00,R 1 208 000,Sold
L100422,Waterkloof,Apartment,1.0,87.0,2024-07-06,2024-08-05,"R2,611,000",R 2 517 000.00,Sold
L105518,Waterkloof Ridge,House,5.0,325.0,2023-03-14,2023-05-30,7818000,"R7,604,000",Sold
L104374,Irene,Apartment,1.0,100.0,2023-09-02,2023-01-01,1926000,1783000,Sold
L101694,Centurion,House,6.0,736.0,2024-06-15,2024-08-15,R 13 669 000.00,R 13 310 000,Sold
L105482,Menlo Park,House,3.0,229.0,2023-06-26,2023-07-20,R 4 421 000,R 4 149 000,Sold
L105673,Faerie Glen,Apartment,2.0,106.0,2024-12-21,2025-01-30,"R2,040,000","R1,850,000",Sold
L102095,Menlo Park,Apartment,1.0,65.0,2025-01-12,2025-01-26,1156000,R 1 133 000,Sold
L100124,Waterkloof,House,4.0,308.0,2023-09-30,2023-10-23,R 7 023 000.00,"R6,563,000",Sold
L100102,Brooklyn,Apartment,1.0,61.0,2024-12-19,2024-12-28,R 1 382 000,R 1 319 000,Sold
L101507,LYNNWOOD,Apartment,1.0,48.0,2023-06-29,2023-07-25,"R855,000",R 855 000.00,Sold
L104063,Irene,House,3.0,275.0,2025-04-18,2025-08-14,R 5 908 000,R 5 733 000.00,Sold
L104836,Waterkloof,House,4.0,324.0,2025-02-25,2025-03-25,R 9 286 000.00,9286000,Sold
L104543,Faerie Glen,Apartment,1.0,,2025-08-31,2025-10-11,R 1 725 000,R 1 654 000,Sold
L101971,Sandton,House,3.0,219.0,2025-04-21,2025-06-02,R 9 701 000.00,R 9 483 000,Sold
L100486,Lynnwood,House,3.0,190.0,2025-10-14,2025-10-31,R 4 905 000,"R4,905,000",Sold
L105407,Groenkloof,House,3.0,236.0,2023-01-21,2023-03-27,R 3 650 000.00,"R3,476,000",Sold
L102688,Brooklyn,House,2.0,229.0,2025-07-11,2025-08-06,R 5 718 000,R 5 463 000,Sold
L101654,Sandton,House,2.0,203.0,2026-03-05,2026-04-05,8293000,7804000,Sold
L104302,Sandton,Apartment,,52.0,2024-06-21,2024-07-23,"R1,376,000",R 1 262 000,Sold
L104510,Irene,House,6.0,398.0,2025-08-29,2025-09-30,R 8 100 000.00,"R7,809,000",Sold
L100135,Waterkloof,House,4.0,209.0,2026-03-17,2026-04-02,R 7 850 000,R 7 850 000,Sold
L102617,Bryanston,Apartment,2.0,83.0,2023-07-03,,1891000,,Withdrawn
L104280,WATERKLOOF,Apartment,1.0,82.0,2024-02-27,2024-03-02,R 1 970 000,R 1 970 000,Sold
L101163,GROENKLOOF,Apartment,1.0,93.0,2023-08-05,2023-08-11,1612000,1499000,Sold
L101614,Bryanston,House,4.0,259.0,2023-09-26,2023-12-02,"R7,470,000",R 7 290 000.00,Sold
L102845,  irene ,Apartment,1.0,100.0,2026-04-18,2026-05-15,"R1,932,000",1892000,Sold
L105954,LYNNWOOD,Apartment,2.0,91.0,2025-06-18,2025-07-01,R 1 946 000,"R1,938,000",Sold
L100996,  centurion ,Apartment,1.0,52.0,2026-04-02,2026-04-30,"R1,004,000",1004000,Sold
L105432,Centurion,Apartment,2.0,148.0,2025-02-02,2025-03-15,2593000,2534000,Sold
L103296,Rooihuiskraal,House,3.0,183.0,2025-12-02,2026-02-23,R 2 687 000.00,"R2,591,000",Sold
L102465,Centurion,House,6.0,401.0,2025-03-28,2025-05-03,"R9,680,000",R 8 952 000.00,Sold
L101181,Waterkloof Ridge,House,4.0,242.0,2025-02-16,2025-03-29,"R7,619,000",R 7 619 000,Sold
L105082,Lynnwood,House,1.0,160.0,2023-11-07,,R 3 171 000.00,,Withdrawn
L100807,Groenkloof,Townhouse,1.0,117.0,2024-04-26,2024-05-10,2647000,"R2,647,000",Sold
L104139,Rooihuiskraal,House,4.0,287.0,2025-06-22,2025-07-29,5086000,R 4 724 000,Sold
L103611,Menlo Park,Apartment,1.0,72.0,2023-01-27,2023-03-15,R 1 250 000,R 1 217 000.00,Sold
L102412,Lynnwood,Apartment,1.0,67.0,2026-02-21,2026-03-29,R 1 362 000.00,R 1 290 000,Sold
L103728,CENTURION,Apartment,3.0,151.0,2023-08-13,2023-08-31,R 2 201 000,2048000,Sold
L101684,Waterkloof  Ridge,House,3.0,,2024-09-16,2024-11-13,6928000,R 6 783 000,Sold
L104371,Waterkloof Ridge,House,3.0,239.0,2023-07-09,2023-09-06,R 6 495 000.00,R 6 495 000.00,Sold
L104030,Faerie Glen,Apartment,1.0,62.0,2024-11-26,2025-01-05,R 1 051 000.00,"R1,018,000",Sold
L100354,Lynnwood,House,6.0,315.0,2023-02-21,,R 6 687 000,,Withdrawn
L103263,Lynnwood,Apartment,1.0,66.0,2025-11-04,2025-12-25,R 1 249 000.00,"R1,203,000",Sold
L102680,ROOIHUISKRAAL,House,6.0,377.0,2025-11-12,,R 7 693 000.00,,Withdrawn
L102276,Faerie Glen,House,6.0,395.0,2023-05-28,2023-07-07,R 6 236 000.00,"R6,236,000",Sold
L103114,Lynnwood,House,5.0,339.0,2023-07-22,2023-08-22,"R6,383,000",R 6 383 000,Sold
L100144,  lynnwood ,Apartment,1.0,68.0,2024-09-13,2024-10-23,R 1 272 000,1237000,Sold
L100380,Faerie Glen,Apartment,1.0,91.0,2024-08-13,2024-08-29,"R1,614,000","R1,549,000",Sold
L105602,Bryanston,House,5.0,302.0,2023-02-22,2023-04-11,R 8 769 000,R 8 341 000.00,Sold
L101550,Waterkloof Rdg,Townhouse,4.0,320.0,2025-07-23,2025-08-15,"R10,815,000",10567000,Sold
L103477,Sandton,Apartment,3.0,162.0,2026-02-22,2026-03-02,R 5 421 000.00,5001000,Sold
L100121,Centurion,House,6.0,361.0,2023-05-22,2023-07-25,5301000,4952000,Sold
L102646,Centurion,Apartment,1.0,80.0,2025-01-26,2025-02-06,"R1,331,000",R 1 311 000.00,Sold
L100611,Centurion,House,3.0,260.0,2024-04-02,2024-05-24,R 5 386 000,R 5 040 000,Sold
L103105,Centurion,Apartment,2.0,163.0,2023-03-15,2023-05-11,R 2 535 000.00,R 2 535 000,Sold
L102549,BROOKLYN,Apartment,2.0,,2025-01-23,2025-02-24,2206000,R 2 109 000,Sold
L100418,Groenkloof,Apartment,1.0,104.0,2024-04-13,2024-05-02,2369000,"R2,336,000",Sold
L103240,Bryanston,House,3.0,270.0,2024-02-06,2024-02-27,R 6 701 000.00,"R6,701,000",Sold
L102347,  bryanston ,House,2.0,0.0,2024-07-25,2024-09-14,"R4,561,000","R4,372,000",Sold
L101471,Groenkloof,Apartment,1.0,109.0,2026-04-23,2026-05-18,R 2 833 000,"R2,729,000",Sold
L103978,Faerie Glen Ext,House,6.0,,2025-02-20,2025-04-26,"R7,482,000",R 7 054 000.00,Sold
L103555,Rooihuiskraal,House,3.0,212.0,2025-10-20,2025-11-20,R 3 582 000.00,"R3,303,000",Sold
L100555,Brooklyn,House,3.0,260.0,2025-03-18,2025-04-25,"R6,911,000","R6,811,000",Sold
L101129,Sandton,House,2.0,134.0,2024-03-01,,R 4 139 000.00,,Withdrawn
L103947,Waterkloof Ridge,House,3.0,163.0,2024-06-07,2024-08-12,4349000,R 4 244 000.00,Sold
L101421,Faerie Glen,House,2.0,137.0,2025-03-16,2025-07-13,"R2,280,000",R 2 220 000.00,Sold
L101945,  sandton ,House,3.0,189.0,2025-10-04,2025-11-17,R 6 013 000.00,"R5,899,000",Sold
L100248,Menlo Park,Apartment,1.0,91.0,2024-06-23,2024-08-28,R 2 026 000,1993000,Sold
L103904,Menlo Park,Apartment,1.0,80.0,2026-03-19,2026-04-20,1804000,1713000,Sold
L101158,Lynnwood,House,2.0,171.0,2023-03-26,2023-04-16,R 3 390 000.00,3390000,Sold
L105907,Irene,Apartment,3.0,101.0,2024-01-28,2024-02-17,"R1,635,000",R 1 577 000.00,Sold
L105586,Irene,Apartment,3.0,90.0,2026-04-04,2026-05-07,"R1,870,000",R 1 682 000.00,Sold
L100447,Irene,House,4.0,297.0,2025-05-27,,6369000,,Withdrawn
L105509,Irene,House,2.0,152.0,2026-01-31,2026-03-17,R 3 779 000.00,R 3 779 000,Sold
L104773,Lynnwood,Apartment,1.0,70.0,2024-10-11,2024-10-26,R 1 400 000,R 1 332 000,Sold
L101092,Brooklyn,Apartment,2.0,90.0,2024-06-26,2024-08-05,R 1 915 000,1834000,Sold
L102623,Sandton,Apartment,2.0,128.0,2025-04-07,2025-05-15,R 4 370 000.00,4197000,Sold
L104974,Irene,Apartment,2.0,83.0,2024-04-25,2024-05-31,R 1 364 000.00,R 1 339 000.00,Sold
L105043,Lynnwood,House,4.0,249.0,2024-01-02,2024-03-04,"R4,111,000",4111000,Sold
L103130,Lynnwood,House,4.0,246.0,2026-03-05,2026-04-25,R 5 538 000.00,R 5 415 000,Sold
L103688,Irene,House,1.0,166.0,2024-09-08,2024-09-15,R 3 312 000,"R3,276,000",Sold
L102145,Sandton,Apartment,1.0,103.0,2024-11-02,2024-11-30,R 3 642 000.00,3595000,Sold
L105843,Irene,House,3.0,237.0,2025-07-25,2025-10-10,R 5 885 000,"R5,724,000",Sold
L105939,Bryanston,Apartment,1.0,70.0,2026-03-14,2026-05-11,"R2,480,000",R 2 480 000.00,Sold
L101411,Sandton,Apartment,1.0,78.0,2025-10-03,2025-11-12,R 2 485 000,2384000,Sold
L101172,Brooklyn,Apartment,1.0,96.0,2024-05-18,2024-06-05,2284000,R 2 264 000,Sold
L104479,Sandton,Townhouse,1.0,117.0,2023-01-12,2023-02-18,R 3 113 000,"R3,098,000",Sold
L104194,Brooklyn,House,3.0,256.0,2023-02-21,2023-04-06,"R4,918,000","R4,450,000",Sold
L103014,BROOKLYN,Townhouse,3.0,164.0,2024-04-27,,"R3,749,000",,Withdrawn
L100414,Waterkloof,House,4.0,257.0,2023-01-13,2023-05-13,5621000,5389000,Sold
L100752,Brooklyn,Apartment,2.0,115.0,2023-08-11,2023-01-01,R 2 959 000.00,R 2 959 000.00,Sold
L103176,Bryanston,House,3.0,171.0,2026-02-05,2026-03-07,R 5 918 000.00,R 5 918 000.00,Sold
L100794,Waterkloof,Apartment,2.0,94.0,2024-10-23,2024-11-04,"R2,535,000",R 2 356 000.00,Sold
L101876,Brooklyn,Apartment,1.0,60.0,2024-06-13,2024-07-24,R 1 366 000.00,1296000,Sold
L103386,Faerie Glen,Townhouse,3.0,157.0,2024-11-02,2024-12-08,R 3 310 000.00,3296000,Sold
L100654,Bryanston,House,4.0,258.0,2025-09-02,2025-10-15,R 8 244 000,"R8,244,000",Sold
L101400,LYNNWOOD,House,6.0,343.0,2023-03-21,2023-05-12,"R6,201,000",R 6 201 000.00,Sold
L103166,Waterkloof Ridge,Apartment,1.0,73.0,2023-09-28,2023-10-14,1777000,R 1 777 000.00,Sold
L103447,Rooihuiskraal,House,5.0,408.0,2025-06-27,2025-08-02,6478000,6213000,Sold
L103648,Brooklyn,House,4.0,200.0,2023-05-26,2023-07-03,"R4,344,000","R4,232,000",Sold
L102115,Sandton,Townhouse,3.0,216.0,2024-11-18,2024-12-24,R 7 047 000,R 7 033 000.00,Sold
L104149,Lynnwood,Apartment,2.0,95.0,2024-07-14,,R 1 576 000.00,,Withdrawn
L103650,Brooklyn,Apartment,1.0,77.0,2025-08-17,,2030000,,Withdrawn
L102366,Brooklyn,House,3.0,251.0,2025-04-04,2025-05-01,R 5 433 000,"R5,395,000",Sold
L100589,Waterkloof,House,6.0,440.0,2025-03-07,2025-04-05,R 13 031 000.00,R 12 940 000,Sold
L105263,BRYANSTON,House,3.0,270.0,2023-02-25,2023-03-27,6489000,R 6 025 000.00,Sold
L104239,Centurion,House,3.0,,2023-11-28,2023-12-19,"R2,363,000",R 2 277 000.00,Sold
L105009,Lynnwood,Townhouse,2.0,104.0,2025-01-24,2025-03-22,2229000,"R2,171,000",Sold
L105863,Centurion,Apartment,1.0,71.0,2023-08-31,2023-09-22,R 1 248 000,1230000,Sold
L105224,Faerie Glen,House,6.0,574.0,2025-02-08,2025-04-08,9794000,9333000,Sold
L105060,Groenkloof,House,3.0,251.0,2023-05-16,2023-06-29,5232000,5173000,Sold
L103006,Irene,House,3.0,168.0,2026-01-27,2026-02-10,3372000,R 3 177 000,Sold
L105733,Bryanston,House,3.0,185.0,2024-06-18,2024-07-03,R 5 929 000.00,5929000,Sold
L105795,  irene ,Apartment,1.0,,2023-05-15,2023-06-09,1349000,R 1 326 000.00,Sold
L100701,MENLO PARK,Apartment,3.0,183.0,2025-11-28,2025-12-15,R 3 663 000,R 3 503 000.00,Sold
L104284,Bryanston,House,4.0,300.0,2026-02-21,2026-04-01,R 8 355 000.00,R 7 645 000.00,Sold
L103540,Bryanston,Townhouse,2.0,161.0,2026-01-01,2026-02-28,R 4 323 000.00,"R4,167,000",Sold
L105223,Waterkloof Ridge,House,2.0,180.0,2024-02-02,2024-03-20,"R4,873,000",4708000,Sold
L100710,Sandton,House,6.0,596.0,2025-03-03,,R 24 677 000,,Withdrawn
L102787,Faerie Glen,Apartment,1.0,122.0,2023-05-09,2023-06-04,"R1,982,000",R 1 885 000.00,Sold
L100208,Waterkloof  Ridge,House,4.0,219.0,2023-08-20,2023-09-24,5731000,R 5 712 000.00,Sold
L105608,Lynnwood,House,4.0,286.0,2025-04-09,2025-06-25,R 6 346 000.00,6346000,Sold
L102897,Groenkloof,House,2.0,160.0,2025-12-11,2026-01-21,R 4 582 000,R 4 522 000.00,Sold
L100425,Rooihuiskraal,House,5.0,316.0,2025-03-30,2025-05-10,R 5 193 000,R 4 632 000,Sold
L104704,Waterkloof Ridge,House,4.0,243.0,2024-12-20,2025-02-07,R 7 813 000.00,7540000,Sold
L102182,Bryanston,House,4.0,223.0,2024-07-02,2024-07-29,"R5,681,000",5426000,Sold
L105903,Rooihuiskraal,House,3.0,,2025-05-07,2025-06-14,R 2 678 000.00,2678000,Sold
L102641,Rooihuiskraal,Townhouse,4.0,304.0,2023-08-27,2023-09-11,4263000,R 4 057 000,Sold
L104526,Centurion,Townhouse,2.0,171.0,2025-05-30,2025-06-20,2850000,2754000,Sold
L105373,Irene,Townhouse,2.0,155.0,2023-10-01,2023-11-12,"R2,256,000",R 2 256 000,Sold
L100110,Lynnwood,House,1.0,128.0,2025-07-15,2025-09-08,R 2 675 000,2609000,Sold
L103194,Centurion,House,2.0,166.0,2024-06-19,2024-08-06,"R3,817,000",3817000,Sold
L105770,Rooihuiskraal,House,4.0,235.0,2024-05-10,2024-06-20,3181000,R 2 924 000,Sold
L104166,Waterkloof,Townhouse,4.0,227.0,2025-01-14,2025-03-05,R 7 091 000.00,7091000,Sold
L101322,Waterkloof,House,2.0,112.0,2024-12-17,2025-01-07,"R3,237,000",R 3 237 000.00,Sold
L101934,CENTURION,Apartment,1.0,70.0,2023-12-23,2024-01-16,1283000,R 1 213 000,Sold
L104573,Menlo Park,House,2.0,194.0,2024-11-07,,R 3 837 000.00,,Withdrawn
L105195,SANDTON,Apartment,3.0,97.0,2023-12-03,2024-01-11,R 2 713 000,"R2,659,000",Sold
L105128,Sandton,House,,303.0,2024-05-21,2024-06-25,"R9,027,000",8337000,Sold
L103918,Centurion,House,5.0,303.0,2026-02-11,2026-04-01,"R6,682,000",6092000,Sold
L101175,Rooihuiskraal,House,3.0,203.0,2024-07-25,2024-09-25,R 2 906 000,"R2,866,000",Sold
L103674,Rooihuiskraal,House,2.0,164.0,2025-06-03,2025-07-20,R 2 375 000,2320000,Sold
L101745,Centurion,Apartment,2.0,104.0,2023-01-30,2023-02-27,R 1 580 000.00,"R1,554,000",Sold
L103070,Waterkloof,House,2.0,196.0,2023-01-09,2023-02-28,R 5 194 000,R 5 054 000.00,Sold
L103535,Rooihuiskraal,House,2.0,137.0,2024-04-03,2024-04-23,R 2 225 000.00,2094000,Sold
L103693,Faerie Glen,House,5.0,326.0,2025-07-14,2025-08-31,6097000,R 5 887 000,Sold
L104604,Centurion,House,,274.0,2024-02-13,2024-03-14,R 5 694 000,"R5,436,000",Sold
L104678,Waterkloof,House,5.0,298.0,2026-01-26,2026-03-11,9893000,R 9 773 000,Sold
L104724,Waterkloof,Townhouse,4.0,225.0,2023-09-01,2023-12-29,"R6,105,000","R5,865,000",Sold
L103306,Waterkloof,Apartment,2.0,61.0,2023-04-13,2023-05-20,R 1 678 000.00,"R1,678,000",Sold
L101606,Sandton,Apartment,1.0,73.0,2025-01-04,2025-02-09,R 2 000 000,R 2 000 000,Sold
L100437,Faerie Glen,House,3.0,238.0,2026-04-12,2026-04-30,"R3,974,000",3974000,Sold
L102771,  rooihuiskraal ,Townhouse,3.0,152.0,2024-06-08,2024-08-09,"R2,352,000",R 2 255 000.00,Sold
L101862,Sandton,House,5.0,393.0,2024-04-28,2024-06-06,"R11,798,000",11701000,Sold
L104420,Brooklyn,House,3.0,,2023-10-13,2023-11-25,3718000,R 3 590 000,Sold
L103697,Waterkloof,House,5.0,351.0,2025-12-01,2025-12-07,11092000,10746000,Sold
L103616,  menlo park ,House,6.0,458.0,2023-03-28,2023-06-04,9159000,R 8 899 000.00,Sold
L104751,Faerie Glen,House,1.0,113.0,2024-06-11,2024-08-05,1928000,"R1,928,000",Sold
L103047,Centurion,House,4.0,332.0,2023-09-29,2023-11-07,"R5,773,000",R 5 773 000.00,Sold
L100107,Brooklyn,House,6.0,533.0,2024-06-17,2024-07-26,"R12,144,000",11711000,Sold
L102996,Centurion,Apartment,2.0,103.0,2024-07-09,2024-10-14,R 1 740 000,1642000,Sold
L100029,Centurion,House,5.0,366.0,2024-04-20,2024-08-18,7198000,7079000,Sold
L103912,Bryanston,Townhouse,3.0,185.0,2025-09-19,2025-11-06,6112000,R 5 907 000.00,Sold
L102803,Irene,House,4.0,243.0,2024-07-20,2024-08-29,R 4 416 000,4163000,Sold
L101268,Faerie Glen Ext,Townhouse,2.0,155.0,2023-10-07,2023-11-15,"R2,846,000",R 2 781 000,Sold
L103516,Irene,Townhouse,3.0,135.0,2025-08-03,2025-10-02,2840000,R 2 798 000.00,Sold
L103938,Faerie Glen,Apartment,2.0,119.0,2023-10-17,2023-11-08,"R2,401,000",R 2 401 000.00,Sold
L100751,Menlo Park,House,,341.0,2023-08-19,2023-10-03,7569000,7385000,Sold
L103475,Lynnwood,Townhouse,2.0,126.0,2024-03-26,2024-04-14,2548000,R 2 413 000.00,Sold
L100584,Sandton,House,2.0,146.0,2024-11-01,,5435000,,Withdrawn
L100196,Irene,Apartment,2.0,129.0,2023-06-17,,R 2 105 000,,Withdrawn
L102254,Sandton,Apartment,,139.0,2025-11-09,2026-01-24,R 4 041 000,3998000,Sold
L104564,Groenkloof,Apartment,1.0,76.0,2025-04-28,2025-05-13,R 1 502 000,R 1 441 000,Sold
L100964,Sandton,House,6.0,370.0,2025-09-25,2025-10-11,12636000,R 12 179 000,Sold
L102163,Lynnwood,House,,245.0,2024-06-03,,6148000,,Withdrawn
L104362,Centurion,House,2.0,177.0,2025-06-29,,3571000,,Withdrawn
L104072,Lynnwood,House,6.0,394.0,2025-03-22,2025-04-29,R 8 915 000.00,R 8 301 000.00,Sold
L104546,Sandton,Apartment,2.0,80.0,2023-05-09,,"R2,210,000",,Withdrawn
L102252,Menlo Pk,Apartment,1.0,71.0,2025-11-05,2025-11-12,"R1,607,000","R1,582,000",Sold
L104050,Sandton,House,5.0,338.0,2026-04-14,2026-05-31,11532000,"R11,532,000",Sold
L105990,Waterkloof Ridge,Townhouse,2.0,207.0,2023-02-17,2023-03-10,R 5 303 000,R 5 303 000.00,Sold
L105693,  bryanston ,House,5.0,325.0,2023-09-12,2023-10-07,9608000,R 9 000 000,Sold
L104087,Irene,Apartment,1.0,67.0,2025-11-14,2025-11-26,"R1,282,000","R1,238,000",Sold
L101488,Bryanston,House,6.0,371.0,2025-11-07,2025-12-15,R 11 646 000,R 11 209 000.00,Sold
L101912,Sandton,House,4.0,276.0,2023-05-26,2023-07-02,6832000,"R6,659,000",Sold
L105987,Menlo  Park,House,,245.0,2024-02-26,2024-03-10,4935000,4796000,Sold
L101176,Lynnwood,House,,,2024-05-05,2024-07-08,R 3 258 000,3258000,Sold
L100179,CENTURION,House,5.0,358.0,2025-01-16,2025-03-09,7113000,R 6 732 000,Sold
L101509,Centurion,Apartment,2.0,79.0,2026-02-02,2026-03-10,R 1 422 000,"R1,285,000",Sold
L104938,Centurion,House,6.0,387.0,2025-11-18,2026-01-23,R 6 925 000,R 6 535 000,Sold
L103751,Faerie Glen,Townhouse,2.0,177.0,2023-12-03,2023-12-30,R 3 105 000,"R3,105,000",Sold
L102225,  brooklyn ,House,5.0,311.0,2023-03-05,2023-05-10,"R7,281,000",6942000,Sold
L105819,Lynnwood,House,3.0,234.0,2025-02-19,2025-04-16,R 5 801 000,"R5,140,000",Sold
L102245,Groenkloof,House,4.0,262.0,2024-04-13,2024-05-17,R 4 920 000.00,R 4 857 000,Sold
L103626,Bryanston,House,4.0,327.0,2024-03-15,2024-04-11,R 9 476 000.00,R 9 092 000,Sold
L102273,Bryanston,Apartment,2.0,86.0,2023-05-14,2023-05-24,R 1 902 000,R 1 802 000,Sold
L104314,Waterkloof,Apartment,1.0,53.0,2025-04-07,2025-05-12,R 1 523 000,R 1 523 000,Sold
L102941,Brooklyn,House,5.0,267.0,2025-03-01,2025-04-09,R 6 850 000,"R6,485,000",Sold
L102045,Waterkloof,House,3.0,265.0,2025-01-08,2025-01-22,6220000,R 5 868 000.00,Sold
L101225,Bryanston,House,3.0,265.0,2023-06-03,2023-06-30,8198000,8048000,Sold
L100090,GROENKLOOF,House,4.0,402.0,2023-04-13,2023-05-03,R 6 945 000.00,6643000,Sold
L103949,BROOKLYN,House,5.0,328.0,2023-07-26,2023-08-17,R 6 084 000,R 6 084 000.00,Sold
L105982,  bryanston ,House,4.0,208.0,2023-01-20,2023-02-28,R 5 916 000.00,R 5 828 000.00,Sold
L103754,  lynnwood ,Apartment,1.0,74.0,2026-03-12,2026-06-27,R 1 823 000.00,1810000,Sold
L101820,Sandton,Apartment,2.0,69.0,2024-01-14,2024-05-08,R 2 064 000,R 1 863 000,Sold
L103689,Menlo Park,House,4.0,292.0,2025-06-25,2025-08-02,R 6 322 000.00,R 6 247 000,Sold
L101835,Waterkloof Ridge,House,5.0,326.0,2025-10-15,2025-12-11,12343000,"R11,508,000",Sold
L100624,Sandton,House,4.0,242.0,2024-01-16,2024-02-14,"R6,923,000",R 6 749 000.00,Sold
L100069,Lynnwood,House,1.0,174.0,2024-01-22,2024-02-04,R 3 835 000,"R3,800,000",Sold
L101918,Irene,Townhouse,3.0,202.0,2025-06-26,,"R3,857,000",,Withdrawn
L100889,Centurion,Apartment,2.0,91.0,2024-08-06,,"R1,416,000",,Withdrawn
L102505,Waterkloof,House,3.0,207.0,2024-05-09,2024-06-24,R 5 800 000,R 5 800 000.00,Sold
L104634,Centurion,Apartment,2.0,118.0,2024-02-14,2024-03-06,"R1,844,000","R1,829,000",Sold
L103767,Menlo Park,Apartment,2.0,133.0,2024-03-03,2024-04-04,"R2,592,000",2523000,Sold
L102929,Centurion,House,3.0,212.0,2025-04-03,2025-05-15,"R3,938,000","R3,911,000",Sold
L103630,Waterkloof Ridge,Apartment,3.0,146.0,2025-08-23,2025-09-06,R 4 929 000.00,R 4 819 000,Sold
L103784,Faerie Glen,House,3.0,233.0,2024-05-25,2024-08-08,"R4,303,000",R 3 985 000.00,Sold
L103973,Groenkloof,House,3.0,252.0,2023-03-13,,R 5 341 000.00,,Withdrawn
L100877,Menlo Park,House,3.0,229.0,2024-10-23,2024-11-06,"R5,059,000",R 5 004 000,Sold
L101561,Irene,House,5.0,295.0,2023-05-02,2023-05-28,5644000,5289000,Sold
L102764,Waterkloof,House,3.0,217.0,2025-02-06,2025-03-16,R 5 698 000,"R5,649,000",Sold
L100764,Sandton,House,2.0,146.0,2023-02-11,2023-03-26,R 4 456 000,4320000,Sold
L100293,Waterkloof Ridge,Townhouse,2.0,127.0,2024-05-11,2024-06-07,3785000,"R3,425,000",Sold
L102407,Brooklyn,Apartment,1.0,82.0,2023-11-12,2023-12-12,1313000,R 1 313 000,Sold
L101149,Bryanston,Apartment,1.0,67.0,2025-01-08,2025-01-28,1744000,R 1 744 000.00,Sold
L100445,Centurion,House,5.0,329.0,2025-05-11,2025-06-30,R 6 145 000.00,R 5 952 000.00,Sold
L100468,Waterkloof Ridge,Townhouse,2.0,203.0,2024-01-16,2024-02-12,"R5,447,000","R5,207,000",Sold
L101755,Irene,Townhouse,2.0,120.0,2023-08-07,2023-08-23,R 2 196 000.00,"R1,998,000",Sold
L102488,Waterkloof Ridge,Apartment,2.0,102.0,2025-06-08,2025-08-27,R 2 671 000.00,"R2,671,000",Sold
L100432,Centurion,House,3.0,149.0,2025-07-19,2025-10-26,R 2 744 000,R 2 605 000.00,Sold
L104195,Faerie Glen Ext,Townhouse,,159.0,2023-11-13,2023-12-06,R 2 822 000.00,2663000,Sold
L103393,Waterkloof,House,2.0,164.0,2023-07-14,2023-08-09,4374000,"R4,374,000",Sold
L104076,Centurion,Apartment,1.0,55.0,2023-07-26,2023-08-31,R 962 000.00,R 929 000.00,Sold
L105089,Brooklyn,Apartment,2.0,110.0,2023-03-20,2023-05-08,1976000,R 1 976 000.00,Sold
L103541,FAERIE GLEN,Townhouse,1.0,138.0,2026-03-01,2026-03-22,R 2 516 000.00,R 2 516 000,Sold
L105025,Irene,Apartment,2.0,145.0,2025-02-23,2025-03-24,2942000,2876000,Sold
L100577,Irene,Apartment,2.0,79.0,2026-02-15,2026-02-26,1522000,"R1,426,000",Sold
L104961,Groenkloof,House,6.0,418.0,2025-08-14,2025-08-31,R 10 123 000.00,"R9,586,000",Sold
L100245,Bryanston,House,2.0,126.0,2023-08-31,2023-11-02,R 4 535 000.00,"R4,345,000",Sold
L104270,Sandton,Apartment,,71.0,2025-02-27,2025-04-03,"R2,349,000",R 2 349 000.00,Sold
L100367,Centurion,House,4.0,277.0,2025-02-05,2025-02-16,5741000,R 5 602 000,Sold
L104180,Centurion,Apartment,2.0,54.0,2024-01-16,2024-02-01,"R915,000",R 899 000,Sold
L104365,Waterkloof Ridge,House,5.0,268.0,2024-11-25,2024-12-10,7422000,R 7 210 000.00,Sold
L101253,  irene ,Apartment,1.0,64.0,2024-09-23,2024-09-27,"R1,247,000",R 1 219 000.00,Sold
L105607,Irene,House,6.0,448.0,2023-03-26,2023-04-30,9707000,"R9,104,000",Sold
L103217,Waterkloof,Townhouse,2.0,143.0,2024-04-25,2024-05-29,"R3,069,000",R 3 069 000.00,Sold
L104200,Groenkloof,Apartment,2.0,149.0,2026-03-20,2026-05-02,R 3 001 000,R 3 001 000.00,Sold
L104595,Sandton,House,2.0,149.0,2024-03-19,2024-05-25,R 4 595 000,4595000,Sold
L102794,Bryanston,Apartment,1.0,143.0,2024-08-13,2024-08-25,R 4 341 000,"R4,103,000",Sold
L105970,Menlo Park,Apartment,2.0,103.0,2025-05-26,2025-06-10,R 2 242 000.00,R 2 152 000,Sold
L102676,Lynnwood,Apartment,1.0,67.0,2023-01-28,2023-02-24,R 1 019 000.00,R 958 000,Sold
L102847,Waterkloof,Apartment,1.0,80.0,2024-10-01,2024-10-10,R 2 167 000.00,R 2 167 000,Sold
L105988,Sandton,Townhouse,3.0,148.0,2023-09-13,2023-10-11,R 4 627 000.00,R 4 334 000.00,Sold
