listing_id,suburb,property_type,bedrooms,floor_size_m2,list_date,sold_date,status,list_price_zar,sold_price_zar
L103319,Menlo Park,House,4,260.0,2023-05-28,2023-06-18,Sold,5861000.0,5709000.0
L102276,Faerie Glen,House,6,395.0,2023-05-28,2023-07-07,Sold,6236000.0,6236000.0
L101370,Waterkloof Ridge,House,3,196.0,2023-05-29,2023-06-29,Sold,5466000.0,5290000.0
L104747,Irene,Apartment,2,85.0,2023-05-29,2023-07-17,Sold,1430000.0,1420000.0
L104117,Bryanston,House,4,298.0,2023-05-30,2023-07-07,Sold,8227000.0,7752000.0
L103409,Waterkloof Ridge,Apartment,2,47.0,2023-05-30,,Withdrawn,1241000.0,
L100318,Brooklyn,House,1,160.0,2023-05-30,2023-07-23,Sold,3473000.0,3288000.0
L104671,Brooklyn,Apartment,1,52.0,2023-05-30,2023-06-17,Sold,1009000.0,964000.0
L105070,Brooklyn,Townhouse,3,152.0,2023-05-30,2023-06-12,Sold,3129000.0,3010000.0
L103600,Brooklyn,House,3,313.0,2023-05-31,2023-09-13,Sold,6118000.0,6118000.0
L104652,Waterkloof Ridge,Apartment,1,77.0,2023-05-31,2023-08-11,Sold,1908000.0,1848000.0
L103056,Irene,Apartment,1,96.0,2023-05-31,2023-06-23,Sold,1551000.0,1433000.0
L101962,Irene,Apartment,,61.0,2023-06-01,2023-07-19,Sold,878000.0,863000.0
L100866,Bryanston,House,6,612.0,2023-06-01,2023-07-21,Sold,16193000.0,16193000.0
L102256,Sandton,Apartment,2,114.0,2023-06-01,,Withdrawn,2919000.0,
L101451,Irene,House,5,342.0,2023-06-01,2023-06-11,Sold,5033000.0,4942000.0
L102259,Lynnwood,Apartment,1,78.0,2023-06-01,2023-06-21,Sold,1646000.0,1581000.0
L103187,Bryanston,Apartment,3,78.0,2023-06-01,2023-08-13,Sold,1622000.0,1620000.0
L103731,Sandton,House,2,212.0,2023-06-01,2023-07-01,Sold,9014000.0,8692000.0
L104855,Sandton,House,4,183.0,2023-06-01,,Withdrawn,5306000.0,
L104801,Groenkloof,House,4,223.0,2023-06-02,2023-06-29,Sold,4452000.0,4216000.0
L104885,Bryanston,House,3,127.0,2023-06-02,2023-09-04,Sold,3764000.0,3551000.0
L100925,Brooklyn,House,2,145.0,2023-06-02,2023-06-09,Sold,3329000.0,3329000.0
L101920,Faerie Glen,Apartment,1,,2023-06-02,2023-09-15,Sold,1469000.0,1361000.0
L101512,Irene,House,3,174.0,2023-06-02,,Withdrawn,3155000.0,
L101225,Bryanston,House,3,265.0,2023-06-03,2023-06-30,Sold,8198000.0,8048000.0
L100503,Faerie Glen,Apartment,1,110.0,2023-06-03,2023-08-18,Sold,1770000.0,1705000.0
L104108,Sandton,Apartment,1,54.0,2023-06-03,2023-06-30,Sold,1774000.0,1774000.0
L104717,Irene,Apartment,2,87.0,2023-06-03,2023-07-09,Sold,1265000.0,1265000.0
L102895,Waterkloof,House,5,393.0,2023-06-03,2023-06-11,Sold,8676000.0,8183000.0
L102947,Rooihuiskraal,Apartment,1,118.0,2023-06-03,2023-06-08,Sold,1390000.0,1345000.0
L100157,Centurion,House,1,105.0,2023-06-03,2023-07-07,Sold,2079000.0,1929000.0
L105714,Waterkloof Ridge,Apartment,2,77.0,2023-06-03,2023-07-25,Sold,2003000.0,1874000.0
L102264,Irene,Apartment,1,80.0,2023-06-04,2023-07-13,Sold,1415000.0,1415000.0
L103009,Rooihuiskraal,House,3,240.0,2023-06-04,2023-07-01,Sold,3124000.0,3124000.0
L103652,Brooklyn,House,3,132.0,2023-06-04,2023-07-05,Sold,2877000.0,2761000.0
L105731,Bryanston,House,3,164.0,2023-06-04,,Withdrawn,4314000.0,
L101728,Waterkloof,Apartment,2,100.0,2023-06-04,2023-09-06,Sold,2355000.0,2292000.0
L102219,Menlo Park,Apartment,3,129.0,2023-06-04,2023-06-29,Sold,2423000.0,2337000.0
L101671,Irene,House,3,207.0,2023-06-04,2023-07-16,Sold,3169000.0,3078000.0
L102067,Sandton,House,3,219.0,2023-06-05,2023-06-21,Sold,6851000.0,6580000.0
L104866,Brooklyn,House,3,260.0,2023-06-05,2023-07-17,Sold,5342000.0,5318000.0
L103378,Lynnwood,House,4,346.0,2023-06-05,2023-07-02,Sold,6907000.0,6907000.0
L105357,Lynnwood,Townhouse,2,127.0,2023-06-05,2023-07-07,Sold,2216000.0,2088000.0
L103030,Rooihuiskraal,House,5,302.0,2023-06-05,2023-07-07,Sold,4340000.0,4191000.0
L101531,Waterkloof Ridge,House,4,230.0,2023-06-05,2023-07-25,Sold,5325000.0,5325000.0
L101903,Groenkloof,Apartment,1,77.0,2023-06-06,2023-07-15,Sold,1237000.0,1199000.0
L103964,Menlo Park,House,4,310.0,2023-06-06,2023-07-18,Sold,7610000.0,7610000.0
L102850,Menlo Park,House,6,392.0,2023-06-06,2023-06-19,Sold,8164000.0,7949000.0
L102349,Waterkloof,House,3,135.0,2023-06-06,2023-07-09,Sold,3039000.0,3039000.0
L105178,Faerie Glen,Townhouse,1,78.0,2023-06-06,2023-07-17,Sold,1162000.0,1062000.0
L102972,Waterkloof Ridge,Apartment,2,98.0,2023-06-06,2023-07-02,Sold,2546000.0,2510000.0
L103678,Brooklyn,House,3,196.0,2023-06-07,2023-07-06,Sold,4573000.0,4385000.0
L103231,Waterkloof Ridge,Apartment,1,88.0,2023-06-07,2023-07-31,Sold,2355000.0,2308000.0
L102175,Irene,Townhouse,2,197.0,2023-06-08,2023-07-09,Sold,3545000.0,3491000.0
L101503,Lynnwood,House,3,228.0,2023-06-08,2023-07-19,Sold,5951000.0,5478000.0
L102054,Menlo Park,Townhouse,3,186.0,2023-06-08,2023-09-07,Sold,3550000.0,3528000.0
L103364,Menlo Park,Apartment,1,,2023-06-08,2023-06-18,Sold,1297000.0,1274000.0
L103281,Waterkloof,Townhouse,4,216.0,2023-06-08,2023-06-26,Sold,5665000.0,5564000.0
L104933,Brooklyn,House,4,242.0,2023-06-08,2023-06-29,Sold,4915000.0,4823000.0
L105030,Waterkloof,House,2,120.0,2023-06-09,2023-07-07,Sold,2827000.0,2705000.0
L102481,Brooklyn,House,,195.0,2023-06-09,2023-06-26,Sold,4906000.0,4779000.0
L103390,Waterkloof Ridge,Apartment,1,76.0,2023-06-09,2023-06-21,Sold,1848000.0,1842000.0
L102326,Groenkloof,Apartment,2,78.0,2023-06-10,2023-07-10,Sold,1562000.0,1436000.0
L104795,Groenkloof,Apartment,1,76.0,2023-06-10,,Withdrawn,1219000.0,
L101376,Centurion,House,4,329.0,2023-06-10,2023-07-18,Sold,6909000.0,6693000.0
L100919,Faerie Glen,Apartment,1,85.0,2023-06-11,2023-08-09,Sold,1378000.0,1315000.0
L105923,Brooklyn,Apartment,1,82.0,2023-06-12,2023-08-10,Sold,1747000.0,1724000.0
L102708,Groenkloof,House,2,121.0,2023-06-12,2023-07-14,Sold,2870000.0,2799000.0
L103013,Centurion,House,3,257.0,2023-06-12,2023-08-19,Sold,4839000.0,4839000.0
L101301,Irene,Apartment,1,97.0,2023-06-12,2023-07-20,Sold,1567000.0,1492000.0
L105582,Menlo Park,House,2,168.0,2023-06-13,2023-07-08,Sold,3570000.0,3480000.0
L101972,Centurion,House,2,105.0,2023-06-13,2023-08-11,Sold,1978000.0,1932000.0
L102913,Centurion,House,6,413.0,2023-06-13,2023-08-03,Sold,6716000.0,6386000.0
L101539,Lynnwood,House,4,193.0,2023-06-13,2023-06-23,Sold,4288000.0,4220000.0
L102650,Sandton,House,2,152.0,2023-06-13,2023-07-08,Sold,4853000.0,4853000.0
L105524,Brooklyn,Townhouse,2,146.0,2023-06-13,2023-07-22,Sold,2605000.0,2530000.0
L102824,Sandton,Apartment,3,,2023-06-13,2023-06-30,Sold,2220000.0,2144000.0
L101659,Waterkloof,Apartment,1,75.0,2023-06-13,2023-06-28,Sold,1591000.0,1525000.0
L103737,Centurion,House,3,278.0,2023-06-14,2023-08-15,Sold,5455000.0,5148000.0
L101293,Menlo Park,House,2,164.0,2023-06-14,2023-07-18,Sold,4078000.0,4048000.0
L100383,Lynnwood,Apartment,1,99.0,2023-06-15,2023-06-18,Sold,2079000.0,1925000.0
L105824,Menlo Park,Apartment,3,146.0,2023-06-15,2023-07-09,Sold,2356000.0,2276000.0
L104292,Waterkloof,Apartment,2,92.0,2023-06-15,2023-06-29,Sold,2387000.0,2359000.0
L104593,Groenkloof,House,4,272.0,2023-06-15,2023-08-28,Sold,6214000.0,6018000.0
L105189,Irene,House,3,244.0,2023-06-15,2023-07-17,Sold,4388000.0,4379000.0
L102900,Menlo Park,House,3,221.0,2023-06-15,,Withdrawn,4148000.0,
L103974,Waterkloof,Apartment,2,84.0,2023-06-16,2023-07-05,Sold,2075000.0,1949000.0
L105465,Rooihuiskraal,Apartment,1,67.0,2023-06-16,2023-09-11,Sold,950000.0,950000.0
L105024,Centurion,House,3,188.0,2023-06-16,2023-06-27,Sold,3842000.0,3512000.0
L100066,Faerie Glen,House,2,138.0,2023-06-16,2023-09-20,Sold,2495000.0,2495000.0
L100547,Waterkloof,Apartment,2,126.0,2023-06-17,2023-07-12,Sold,2937000.0,2782000.0
L105699,Waterkloof,Apartment,2,70.0,2023-06-17,2023-07-12,Sold,1654000.0,1597000.0
L102793,Sandton,Apartment,1,70.0,2023-06-17,2023-07-01,Sold,2110000.0,2084000.0
L100196,Irene,Apartment,2,129.0,2023-06-17,,Withdrawn,2105000.0,
L101454,Menlo Park,Townhouse,2,159.0,2023-06-18,2023-07-09,Sold,2654000.0,2654000.0
L102499,Faerie Glen,House,6,511.0,2023-06-18,2023-09-27,Sold,9660000.0,9321000.0
L103712,Sandton,Apartment,2,68.0,2023-06-18,2023-09-19,Sold,1841000.0,1797000.0
L104414,Brooklyn,House,3,178.0,2023-06-18,2023-06-30,Sold,3479000.0,3362000.0
L105678,Rooihuiskraal,House,4,212.0,2023-06-18,2023-07-27,Sold,2908000.0,2700000.0
L104756,Lynnwood,Apartment,,55.0,2023-06-18,2023-07-22,Sold,916000.0,907000.0
L102136,Menlo Park,Apartment,1,114.0,2023-06-19,2023-08-03,Sold,2148000.0,2124000.0
L100610,Faerie Glen,Apartment,1,,2023-06-19,2023-08-10,Sold,1064000.0,1022000.0
L101542,Menlo Park,Apartment,,82.0,2023-06-19,,Withdrawn,1598000.0,
L102192,Centurion,House,4,361.0,2023-06-20,2023-07-15,Sold,6766000.0,6766000.0
L102536,Rooihuiskraal,House,2,145.0,2023-06-20,,Withdrawn,2000000.0,
L102668,Irene,Apartment,1,,2023-06-20,2023-06-23,Sold,2113000.0,2113000.0
L100103,Sandton,Apartment,2,96.0,2023-06-20,2023-08-04,Sold,2606000.0,2539000.0
L105174,Groenkloof,Apartment,2,131.0,2023-06-20,2023-06-28,Sold,2599000.0,2473000.0
L104948,Centurion,House,6,389.0,2023-06-20,2023-07-25,Sold,6819000.0,6457000.0
L105150,Centurion,House,3,242.0,2023-06-20,2023-07-21,Sold,4130000.0,3835000.0
L101664,Sandton,House,3,216.0,2023-06-20,2023-09-09,Sold,6373000.0,6239000.0
L100172,Brooklyn,House,3,192.0,2023-06-21,2023-07-10,Sold,4162000.0,3903000.0
L103384,Groenkloof,House,5,308.0,2023-06-21,2023-08-06,Sold,6382000.0,5889000.0
L100376,Sandton,House,3,247.0,2023-06-21,2023-10-19,Sold,7064000.0,6956000.0
L103279,Waterkloof Ridge,Townhouse,3,230.0,2023-06-21,2023-06-27,Sold,7373000.0,7242000.0
L101796,Irene,House,5,358.0,2023-06-21,2023-07-06,Sold,7963000.0,7811000.0
L101345,Irene,House,5,283.0,2023-06-21,2023-07-06,Sold,5765000.0,5615000.0
L104242,Lynnwood,House,5,308.0,2023-06-21,2023-09-26,Sold,5433000.0,5003000.0
L100372,Menlo Park,Townhouse,3,218.0,2023-06-21,2023-07-22,Sold,4065000.0,4065000.0
L104822,Centurion,House,4,320.0,2023-06-21,,Withdrawn,4741000.0,
L104945,Rooihuiskraal,Townhouse,4,202.0,2023-06-22,2023-08-21,Sold,2884000.0,2702000.0
L101258,Faerie Glen,Apartment,,67.0,2023-06-22,2023-07-18,Sold,1082000.0,1015000.0
L102346,Bryanston,Apartment,1,90.0,2023-06-22,,Withdrawn,2055000.0,
L102684,Brooklyn,House,4,245.0,2023-06-22,2023-09-16,Sold,5548000.0,5548000.0
L101367,Waterkloof Ridge,Apartment,1,96.0,2023-06-23,2023-08-02,Sold,2704000.0,2676000.0
L102922,Groenkloof,House,5,307.0,2023-06-23,2023-07-31,Sold,5523000.0,5363000.0
L102880,Groenkloof,Apartment,1,73.0,2023-06-23,2023-07-16,Sold,1546000.0,1502000.0
L103438,Waterkloof,House,6,370.0,2023-06-23,2023-07-16,Sold,10320000.0,10079000.0
L105276,Irene,House,2,123.0,2023-06-24,2023-09-03,Sold,2314000.0,2199000.0
L100539,Bryanston,Apartment,1,42.0,2023-06-24,2023-08-10,Sold,1087000.0,1051000.0
L103135,Rooihuiskraal,Apartment,2,91.0,2023-06-24,2023-07-31,Sold,1484000.0,1484000.0
L103092,Bryanston,House,4,349.0,2023-06-24,,Withdrawn,9779000.0,
L102854,Rooihuiskraal,House,,212.0,2023-06-24,2023-09-16,Sold,2843000.0,2784000.0
L100655,Menlo Park,House,3,200.0,2023-06-24,2023-07-06,Sold,4876000.0,4496000.0
L105398,Centurion,House,4,356.0,2023-06-24,2023-07-26,Sold,5723000.0,5723000.0
L105502,Waterkloof Ridge,House,1,183.0,2023-06-24,2023-08-17,Sold,4469000.0,4392000.0
L105135,Faerie Glen,Townhouse,4,,2023-06-25,2023-09-23,Sold,3797000.0,3797000.0
L100570,Menlo Park,Apartment,1,97.0,2023-06-25,2023-08-06,Sold,1654000.0,1596000.0
L101026,Sandton,Apartment,1,108.0,2023-06-25,2023-07-04,Sold,3019000.0,2973000.0
L100672,Sandton,House,5,274.0,2023-06-25,2023-07-09,Sold,8267000.0,8267000.0
L103724,Bryanston,Apartment,1,91.0,2023-06-25,2023-08-23,Sold,2543000.0,2466000.0
L105239,Irene,House,3,,2023-06-25,2023-07-27,Sold,4090000.0,3970000.0
L100444,Brooklyn,House,3,197.0,2023-06-26,2023-07-22,Sold,3759000.0,3616000.0
L105289,Irene,House,5,297.0,2023-06-26,2023-09-19,Sold,6021000.0,5845000.0
L105482,Menlo Park,House,3,229.0,2023-06-26,2023-07-20,Sold,4421000.0,4149000.0
L104098,Centurion,House,4,282.0,2023-06-26,2023-08-19,Sold,5514000.0,5309000.0
L104713,Sandton,House,6,412.0,2023-06-26,2023-07-14,Sold,14737000.0,14482000.0
L102105,Centurion,House,2,153.0,2023-06-26,2023-08-28,Sold,3070000.0,3007000.0
L100599,Irene,House,2,160.0,2023-06-26,2023-08-05,Sold,2748000.0,2729000.0
L101474,Faerie Glen,House,4,313.0,2023-06-26,2023-10-10,Sold,5226000.0,5171000.0
L105148,Bryanston,House,3,239.0,2023-06-27,2023-07-17,Sold,7536000.0,7500000.0
L102143,Rooihuiskraal,House,6,435.0,2023-06-27,2023-08-05,Sold,5897000.0,5589000.0
L100391,Waterkloof Ridge,Apartment,1,47.0,2023-06-27,2023-07-26,Sold,894000.0,866000.0
L101705,Sandton,House,2,187.0,2023-06-27,2023-08-15,Sold,5359000.0,5152000.0
L101377,Bryanston,Townhouse,3,151.0,2023-06-27,2023-08-02,Sold,3700000.0,3516000.0
L100393,Centurion,House,1,119.0,2023-06-27,2023-08-02,Sold,2329000.0,2321000.0
L100201,Sandton,House,4,240.0,2023-06-27,2023-07-15,Sold,8113000.0,8113000.0
L105117,Rooihuiskraal,House,4,280.0,2023-06-27,2023-10-08,Sold,3981000.0,3518000.0
L102402,Rooihuiskraal,Apartment,1,85.0,2023-06-28,2023-07-20,Sold,1099000.0,1099000.0
L104873,Irene,House,3,165.0,2023-06-28,,Withdrawn,3107000.0,
L103012,Rooihuiskraal,Townhouse,1,140.0,2023-06-28,2023-08-21,Sold,2218000.0,2176000.0
L101607,Brooklyn,House,3,212.0,2023-06-28,2023-07-22,Sold,4420000.0,4420000.0
L100460,Irene,House,3,266.0,2023-06-28,2023-08-07,Sold,5052000.0,5052000.0
L105983,Menlo Park,House,2,192.0,2023-06-28,,Withdrawn,4871000.0,
L102208,Groenkloof,Apartment,1,64.0,2023-06-28,2023-08-07,Sold,1264000.0,1150000.0
L102937,Waterkloof,House,2,151.0,2023-06-28,2023-07-07,Sold,4379000.0,4373000.0
L101809,Waterkloof,House,5,317.0,2023-06-29,2023-08-01,Sold,9389000.0,9153000.0
L100574,Bryanston,House,3,237.0,2023-06-29,2023-07-23,Sold,6078000.0,5559000.0
L101507,Lynnwood,Apartment,1,48.0,2023-06-29,2023-07-25,Sold,855000.0,855000.0
L100254,Brooklyn,Townhouse,2,150.0,2023-06-29,2023-07-13,Sold,3343000.0,3274000.0
L100377,Lynnwood,Apartment,1,115.0,2023-06-29,,Withdrawn,2295000.0,
L104320,Bryanston,Apartment,1,102.0,2023-06-29,,Withdrawn,2499000.0,
L101583,Brooklyn,Apartment,,97.0,2023-06-29,2023-07-29,Sold,2135000.0,2042000.0
L101204,Waterkloof,Apartment,2,146.0,2023-06-29,2023-07-30,Sold,3530000.0,3530000.0
L100419,Sandton,Apartment,1,62.0,2023-06-30,2023-07-24,Sold,2166000.0,1977000.0
L102975,Bryanston,House,3,231.0,2023-06-30,2023-09-14,Sold,6513000.0,6431000.0
L102967,Brooklyn,House,4,210.0,2023-06-30,2023-07-30,Sold,4395000.0,4307000.0
L103287,Lynnwood,Apartment,1,67.0,2023-06-30,2023-08-19,Sold,1173000.0,1056000.0
L103363,Irene,House,2,190.0,2023-06-30,2023-08-13,Sold,3070000.0,3070000.0
L103577,Brooklyn,Apartment,1,77.0,2023-07-01,2023-07-26,Sold,1797000.0,1797000.0
L101921,Brooklyn,House,6,658.0,2023-07-01,2023-07-24,Sold,14750000.0,14344000.0
L101957,Waterkloof,House,4,264.0,2023-07-01,2023-07-20,Sold,6830000.0,6618000.0
L105934,Brooklyn,Townhouse,2,141.0,2023-07-01,2023-08-13,Sold,3289000.0,3232000.0
L102101,Waterkloof Ridge,House,6,443.0,2023-07-01,2023-08-06,Sold,11951000.0,11699000.0
L104723,Irene,House,4,242.0,2023-07-02,2023-07-21,Sold,3903000.0,3752000.0
L102617,Bryanston,Apartment,2,83.0,2023-07-03,,Withdrawn,1891000.0,
L102295,Waterkloof,House,4,271.0,2023-07-03,2023-07-15,Sold,6870000.0,6693000.0
L105729,Brooklyn,House,3,225.0,2023-07-04,2023-07-12,Sold,4938000.0,4903000.0
L105727,Menlo Park,Apartment,3,119.0,2023-07-04,2023-07-27,Sold,2179000.0,2114000.0
L103290,Menlo Park,House,4,222.0,2023-07-04,2023-07-29,Sold,3524000.0,3524000.0
L104382,Brooklyn,House,4,229.0,2023-07-04,2023-07-20,Sold,5064000.0,5011000.0
L100287,Menlo Park,Townhouse,1,98.0,2023-07-04,2023-07-28,Sold,1935000.0,1935000.0
L101737,Groenkloof,House,5,,2023-07-05,2023-07-23,Sold,5736000.0,5474000.0
L103086,Groenkloof,House,5,336.0,2023-07-05,2023-08-06,Sold,7563000.0,7563000.0
L100693,Menlo Park,Apartment,2,100.0,2023-07-05,,Withdrawn,1950000.0,
L100175,Waterkloof,Townhouse,2,194.0,2023-07-05,2023-08-13,Sold,3960000.0,3665000.0
L105088,Sandton,Apartment,1,110.0,2023-07-05,2023-08-15,Sold,2988000.0,2950000.0
L104121,Rooihuiskraal,House,4,332.0,2023-07-05,2023-08-10,Sold,5751000.0,5609000.0
L101429,Lynnwood,Townhouse,3,181.0,2023-07-05,2023-08-19,Sold,2844000.0,2844000.0
L101829,Faerie Glen,House,5,385.0,2023-07-05,2023-08-18,Sold,5751000.0,5491000.0
L101004,Centurion,Townhouse,3,204.0,2023-07-05,2023-09-09,Sold,3893000.0,3879000.0
L101051,Waterkloof Ridge,House,3,174.0,2023-07-05,,Withdrawn,4826000.0,
L103431,Faerie Glen,House,4,224.0,2023-07-05,2023-08-31,Sold,4460000.0,4401000.0
L104218,Sandton,House,2,,2023-07-06,2023-08-06,Sold,5316000.0,5316000.0
L101868,Faerie Glen,Apartment,2,149.0,2023-07-06,2023-08-30,Sold,2417000.0,2343000.0
L103779,Sandton,Apartment,1,102.0,2023-07-06,2023-07-22,Sold,2796000.0,2727000.0
L102327,Groenkloof,Apartment,1,94.0,2023-07-06,2023-08-25,Sold,1562000.0,1562000.0
L100067,Brooklyn,House,4,305.0,2023-07-06,2023-09-21,Sold,6627000.0,6627000.0
L105059,Waterkloof,House,6,357.0,2023-07-06,2023-07-29,Sold,8691000.0,8616000.0
L105992,Sandton,Apartment,3,136.0,2023-07-06,2023-08-02,Sold,3813000.0,3813000.0
L102904,Menlo Park,Townhouse,2,110.0,2023-07-06,2023-08-18,Sold,2042000.0,2009000.0
L100546,Lynnwood,House,3,192.0,2023-07-07,2023-08-01,Sold,4098000.0,3941000.0
L100601,Rooihuiskraal,House,6,373.0,2023-07-07,,Withdrawn,5061000.0,
L100745,Faerie Glen,House,5,366.0,2023-07-07,2023-07-18,Sold,6285000.0,5934000.0
L105834,Faerie Glen,House,6,560.0,2023-07-07,2023-09-09,Sold,10374000.0,10187000.0
L105328,Lynnwood,Apartment,1,90.0,2023-07-07,2023-08-31,Sold,1656000.0,1568000.0
L103962,Centurion,House,6,361.0,2023-07-07,2023-07-23,Sold,5626000.0,5626000.0
L100666,Rooihuiskraal,Apartment,2,95.0,2023-07-07,2023-08-01,Sold,1299000.0,1212000.0
L104396,Groenkloof,House,5,319.0,2023-07-08,2023-07-21,Sold,7271000.0,7271000.0
L101154,Faerie Glen,Apartment,1,97.0,2023-07-08,2023-07-19,Sold,1338000.0,1258000.0
L103101,Groenkloof,House,5,307.0,2023-07-08,2023-08-17,Sold,6502000.0,6046000.0
L100695,Faerie Glen,House,6,470.0,2023-07-09,2023-08-17,Sold,9754000.0,9754000.0
L103072,Bryanston,Apartment,2,113.0,2023-07-09,2023-09-10,Sold,2886000.0,2886000.0
L101034,Lynnwood,House,5,374.0,2023-07-09,2023-07-14,Sold,7409000.0,7409000.0
L101415,Rooihuiskraal,Apartment,1,79.0,2023-07-09,2023-07-24,Sold,962000.0,957000.0
L101216,Menlo Park,Apartment,1,92.0,2023-07-09,2023-09-01,Sold,1930000.0,1930000.0
L104371,Waterkloof Ridge,House,3,239.0,2023-07-09,2023-09-06,Sold,6495000.0,6495000.0
L101207,Faerie Glen,House,2,153.0,2023-07-10,2023-08-09,Sold,2362000.0,2362000.0
L102689,Faerie Glen,Apartment,2,59.0,2023-07-10,2023-07-28,Sold,1059000.0,1042000.0
L101986,Brooklyn,Townhouse,1,137.0,2023-07-10,2023-08-06,Sold,2887000.0,2794000.0
L103919,Lynnwood,Townhouse,2,132.0,2023-07-10,2023-09-02,Sold,2196000.0,2127000.0
L101667,Brooklyn,House,3,166.0,2023-07-10,2023-08-18,Sold,3841000.0,3550000.0
L104571,Bryanston,House,3,163.0,2023-07-10,2023-09-03,Sold,3994000.0,3967000.0
L103368,Waterkloof Ridge,Apartment,1,102.0,2023-07-10,2023-09-05,Sold,2392000.0,2309000.0
L102487,Rooihuiskraal,House,3,227.0,2023-07-11,2023-08-16,Sold,2943000.0,2800000.0
L103729,Rooihuiskraal,Townhouse,3,195.0,2023-07-11,2023-08-21,Sold,2677000.0,2460000.0
L100143,Irene,Apartment,1,,2023-07-11,2023-10-17,Sold,1016000.0,983000.0
L102040,Brooklyn,House,4,267.0,2023-07-11,2023-08-15,Sold,5523000.0,5413000.0
L101229,Waterkloof,Townhouse,1,140.0,2023-07-12,2023-08-10,Sold,4209000.0,4052000.0
L104368,Waterkloof Ridge,House,5,321.0,2023-07-12,2023-10-15,Sold,9727000.0,9133000.0
L105256,Irene,House,4,389.0,2023-07-12,2023-08-26,Sold,7925000.0,7721000.0
L100912,Sandton,Apartment,2,84.0,2023-07-12,2023-09-26,Sold,2398000.0,2298000.0
L103952,Sandton,Apartment,1,76.0,2023-07-12,2023-08-15,Sold,2112000.0,2112000.0
L102294,Brooklyn,Apartment,2,94.0,2023-07-12,2023-09-02,Sold,2138000.0,2138000.0
L103419,Bryanston,Townhouse,1,101.0,2023-07-13,,Withdrawn,2864000.0,
L104721,Faerie Glen,House,6,314.0,2023-07-13,2023-08-17,Sold,5344000.0,5210000.0
L102846,Brooklyn,Apartment,2,85.0,2023-07-13,2023-08-19,Sold,1491000.0,1491000.0
L103393,Waterkloof,House,2,164.0,2023-07-14,2023-08-09,Sold,4374000.0,4374000.0
L101161,Centurion,House,3,194.0,2023-07-14,2023-09-04,Sold,3579000.0,3579000.0
L101727,Bryanston,House,3,261.0,2023-07-14,2023-08-26,Sold,7524000.0,7524000.0
L103346,Rooihuiskraal,House,3,183.0,2023-07-14,2023-08-08,Sold,3437000.0,3262000.0
L101655,Lynnwood,Apartment,1,39.0,2023-07-14,2023-07-26,Sold,827000.0,816000.0
L101956,Faerie Glen,House,3,238.0,2023-07-14,2023-09-11,Sold,3902000.0,3785000.0
L102362,Lynnwood,House,5,311.0,2023-07-14,2023-07-28,Sold,6200000.0,6044000.0
L103557,Sandton,Apartment,2,105.0,2023-07-15,2023-07-22,Sold,2623000.0,2508000.0
L101498,Menlo Park,Apartment,1,116.0,2023-07-15,2023-08-27,Sold,2487000.0,2487000.0
L103756,Brooklyn,Apartment,1,79.0,2023-07-16,2023-08-28,Sold,1873000.0,1863000.0
L105378,Groenkloof,Apartment,1,59.0,2023-07-17,,Withdrawn,946000.0,
L102492,Waterkloof,House,4,242.0,2023-07-17,2023-08-11,Sold,6804000.0,6804000.0
L102870,Irene,House,6,313.0,2023-07-17,2023-08-15,Sold,5166000.0,5132000.0
L105468,Faerie Glen,Apartment,1,72.0,2023-07-17,2023-10-06,Sold,1221000.0,1167000.0
L105269,Faerie Glen,House,6,613.0,2023-07-17,2023-09-13,Sold,8406000.0,7683000.0
L104342,Irene,House,5,332.0,2023-07-17,2023-08-05,Sold,6305000.0,6305000.0
L105449,Lynnwood,House,3,227.0,2023-07-18,2023-08-24,Sold,5014000.0,4757000.0
L100891,Sandton,House,2,284.0,2023-07-18,2023-09-14,Sold,8198000.0,8096000.0
L101059,Centurion,House,4,255.0,2023-07-18,2023-08-17,Sold,4309000.0,4160000.0
L100430,Sandton,House,6,442.0,2023-07-18,,Withdrawn,14637000.0,
L100588,Groenkloof,Apartment,1,92.0,2023-07-18,2023-08-23,Sold,1831000.0,1751000.0
L102343,Brooklyn,House,3,223.0,2023-07-18,2023-07-26,Sold,4767000.0,4767000.0
L102963,Irene,Apartment,2,96.0,2023-07-18,2023-09-10,Sold,1781000.0,1594000.0
L102958,Brooklyn,House,4,331.0,2023-07-19,2023-08-13,Sold,6360000.0,6229000.0
L100304,Bryanston,Apartment,1,90.0,2023-07-19,2023-08-08,Sold,2333000.0,2150000.0
L100410,Centurion,House,4,229.0,2023-07-19,2023-08-27,Sold,4292000.0,4292000.0
L103510,Sandton,Apartment,3,183.0,2023-07-19,2023-07-31,Sold,5559000.0,5270000.0
L103261,Centurion,House,3,193.0,2023-07-19,2023-10-16,Sold,3388000.0,3285000.0
L102365,Centurion,Townhouse,2,151.0,2023-07-19,2023-08-09,Sold,2384000.0,2382000.0
L102523,Irene,House,5,318.0,2023-07-20,2023-08-26,Sold,5878000.0,5676000.0
L103085,Menlo Park,House,4,239.0,2023-07-20,,Withdrawn,5273000.0,
L100940,Brooklyn,Apartment,2,107.0,2023-07-21,,Withdrawn,2422000.0,
L104754,Sandton,Apartment,1,133.0,2023-07-21,2023-09-11,Sold,3867000.0,3864000.0
L100632,Waterkloof,Townhouse,2,156.0,2023-07-22,2023-08-21,Sold,3651000.0,3517000.0
